label,text,text_clean
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!"
0,I walked an hour 2 c u! doesn't that show I care y wont u believe im serious?,i walked an hour 2 c u! doesn't that show i care y wont u believe im serious?
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
0,Are you available for soiree on June 3rd?,are you available for soiree on june 3rd?
0,Do u noe wat time e place dat sells 4d closes?,do u noe wat time e place dat sells 4d closes?
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished","i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished"
0,Jay's getting really impatient and belligerent,jay's getting really impatient and belligerent
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week in april. les got off + rudi on new yrs eve but i was snoring.they were drunk! u bak at college yet? my work sends ink 2 bath.
0,I'm at work. Please call,i'm at work. please call
0,Then u drive lor.,then u drive lor.
0,Ard 515 like dat. Y?,ard 515 like dat. y?
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell me they're female :v how're you throwing in? we're deciding what all to get now
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+
0,I'm working technical support :)voice process.networking field.,i'm working technical support :)voice process.networking field.
0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150
0,"That's fine, I'll bitch at you about it later then","that's fine, i'll bitch at you about it later then"
0,No my mum went 2 dentist.,no my mum went 2 dentist.
0,Once free call me sir. I am waiting for you.,once free call me sir. i am waiting for you.
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u is my work. . . tel me when shall i do my work tomorrow
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
0,Jus finish bathing...,jus finish bathing...
0,"alright, I'll make sure the car is back tonight","alright, i'll make sure the car is back tonight"
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid12hrs only
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.
0,Aight ill get on fb in a couple minutes,aight ill get on fb in a couple minutes
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi. ami parchi na re. kicchu kaaj korte iccha korche na. phone ta tul na. plz. plz.
0,Where can download clear movies. Dvd copies.,where can download clear movies. dvd copies.
0,"Yep, by the pretty sculpture","yep, by the pretty sculpture"
0,Convey my regards to him,convey my regards to him
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me too watching surya movie only. . .after 6 pm vijay movie pokkiri
0,You tell what happen dont behave like this to me. Ok no need to say,you tell what happen dont behave like this to me. ok no need to say
0,Can u get pic msgs to your phone?,can u get pic msgs to your phone?
0,Send to someone else :-),send to someone else :-)
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..
0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)","fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)"
0,I don't think he has spatula hands!,i don't think he has spatula hands!
0,You can never do NOTHING,you can never do nothing
1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today i am late for  &lt;decimal&gt; min.
1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
0,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call me any mistake from my side sorry da. pls da goto doctor.
0,Where r we meeting?,where r we meeting?
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.","well the weather in cali's great. but its complexities are great. you need a car to move freely, its taxes are outrageous. but all in all its a great place. the sad part is i missing home."
0,Now only i reached home. . . I am very tired now. . I will come tomorro,now only i reached home. . . i am very tired now. . i will come tomorro
0,Ryder unsold.now gibbs.,ryder unsold.now gibbs.
1,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
